materia;nombre;creditos;id;dia;hora_inicio;minuto_inicio;hora_fin;minuto_fin;duracion;senhalizacion;edificio;capacidad;extension;area;tiene_movil_express;tipo_mobiliario;es_fijo;id;crn;semestre;numero_seccion;cupos;inscritos;disponibles;profesor1;profesor2;profesor3;id;curso;seccion;salon;franja
ADMI-2301;FUNDAMENTOS MERCADEO (INGLÃS);3;28573;M;14;0;15;20;80;O_403;O_;50.0;5269.0;57,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-31094;31094;2018-01;1;49;45;4;WILSON BRADLEY JAMES;;;28645;ADMI-2301;2018-01-31094;O_403;28573
ADMI-2301;FUNDAMENTOS MERCADEO (INGLÃS);3;28574;J;14;0;15;20;80;O_403;O_;50.0;5269.0;57,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-31094;31094;2018-01;1;49;45;4;WILSON BRADLEY JAMES;;;28646;ADMI-2301;2018-01-31094;O_403;28574
ADMI-2301;FUNDAMENTOS MERCADEO (INGLÃS);3;28621;M;8;0;9;20;80;C_209;C_;57.0;;88,1;si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13604;13604;2018-01;2;53;51;2;ESTRADA MEJIA CATALINA;;;28653;ADMI-2301;2018-01-13604;C_209;28621
ADMI-2301;FUNDAMENTOS MERCADEO (INGLÃS);3;28553;V;8;0;9;20;80;C_209;C_;57.0;;88,1;si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13604;13604;2018-01;2;53;51;2;ESTRADA MEJIA CATALINA;;;28654;ADMI-2301;2018-01-13604;C_209;28553
ADMI-2301;FUNDAMENTOS MERCADEO (INGLÃS);3;28661;M;9;30;10;50;80;O_404;O_;50.0;5270.0;57,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-25473;25473;2018-01;4;49;48;1;WILSON BRADLEY JAMES;;;28661;ADMI-2301;2018-01-25473;O_404;28661
ADMI-2301;FUNDAMENTOS MERCADEO (INGLÃS);3;28606;J;9;30;10;50;80;O_404;O_;50.0;5270.0;57,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-25473;25473;2018-01;4;49;48;1;WILSON BRADLEY JAMES;;;28662;ADMI-2301;2018-01-25473;O_404;28606
ADMI-2301;FUNDAMENTOS MERCADEO (INGLÃS);3;28289;L;6;30;7;50;80;SD_806;SD;82.0;1164.0;140,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10139;10139;2018-01;5;52;46;6;PEREZ CIFUENTES GABRIEL;;;28669;ADMI-2301;2018-01-10139;SD_806;28289
ADMI-2301;FUNDAMENTOS MERCADEO (INGLÃS);3;28288;J;6;30;7;50;80;SD_806;SD;82.0;1164.0;140,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10139;10139;2018-01;5;52;46;6;PEREZ CIFUENTES GABRIEL;;;28670;ADMI-2301;2018-01-10139;SD_806;28288
ADMI-2301;FUNDAMENTOS MERCADEO (INGLÃS);3;28301;L;8;0;9;20;80;O_403;O_;50.0;5269.0;57,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-13266;13266;2018-01;6;49;44;5;ARIAS PUENTES CLAUDIA PATRICIA;;;28677;ADMI-2301;2018-01-13266;O_403;28301
ADMI-2301;FUNDAMENTOS MERCADEO (INGLÃS);3;28302;I;8;0;9;20;80;O_403;O_;50.0;5269.0;57,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-13266;13266;2018-01;6;49;44;5;ARIAS PUENTES CLAUDIA PATRICIA;;;28678;ADMI-2301;2018-01-13266;O_403;28302
ADMI-2301;FUNDAMENTOS MERCADEO (INGLÃS);3;28280;I;9;30;10;50;80;LL_303;LL;50.0;5091.0;51,5;No;Pupitre universitario;Movil;2018-01-18597;18597;2018-01;8;49;47;2;DAKDUK VALLE SILVANA MARIA;;;28685;ADMI-2301;2018-01-18597;LL_303;28280
ADMI-2301;FUNDAMENTOS MERCADEO (INGLÃS);3;28279;L;9;30;10;50;80;LL_303;LL;50.0;5091.0;51,5;No;Pupitre universitario;Movil;2018-01-18597;18597;2018-01;8;49;47;2;DAKDUK VALLE SILVANA MARIA;;;28686;ADMI-2301;2018-01-18597;LL_303;28279
ADMI-2302;INVESTIGACION DE MERCADOS;3;28536;L;15;30;16;50;80;SD_704;SD;60.0;1106.0;144,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10140;10140;2018-01;1;53;44;9;BARRIOS FAJARDO ANDRES ALBERTO;;;28690;ADMI-2302;2018-01-10140;SD_704;28536
ADMI-2302;INVESTIGACION DE MERCADOS;3;28569;I;15;30;16;50;80;SD_704;SD;60.0;1106.0;144,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10140;10140;2018-01;1;53;44;9;BARRIOS FAJARDO ANDRES ALBERTO;;;28691;ADMI-2302;2018-01-10140;SD_704;28569
ADMI-2302;INVESTIGACION DE MERCADOS;3;28325;L;14;0;15;20;80;SD_704;SD;60.0;1106.0;144,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10180;10180;2018-01;2;54;53;1;BARRIOS FAJARDO ANDRES ALBERTO;;;28698;ADMI-2302;2018-01-10180;SD_704;28325
ADMI-2302;INVESTIGACION DE MERCADOS;3;28326;I;14;0;15;20;80;SD_704;SD;60.0;1106.0;144,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10180;10180;2018-01;2;54;53;1;BARRIOS FAJARDO ANDRES ALBERTO;;;28699;ADMI-2302;2018-01-10180;SD_704;28326
ADMI-2302;INVESTIGACION DE MERCADOS;3;28622;J;8;0;9;20;80;Y_101;Y_;60.0;;96;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-20900;20900;2018-01;3;50;50;0;MARTINEZ FALLA FELIPE ANDRES;;;28706;ADMI-2302;2018-01-20900;Y_101;28622
ADMI-2302;INVESTIGACION DE MERCADOS;3;28301;L;8;0;9;20;80;Y_101;Y_;60.0;;96;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-20900;20900;2018-01;3;50;50;0;MARTINEZ FALLA FELIPE ANDRES;;;28707;ADMI-2302;2018-01-20900;Y_101;28301
ADMI-2403;OPERACIONES Y LOGISTICA;3;28325;L;14;0;15;20;80;C_105;C_;60.0;;86,7;si;Silla mÃ³vil y mesa fija;Fijo;2018-01-11122;11122;2018-01;1;55;51;4;BRITTO AGUDELO RODRIGO ALBERTO;;;28711;ADMI-2403;2018-01-11122;C_105;28325
ADMI-2403;OPERACIONES Y LOGISTICA;3;28326;I;14;0;15;20;80;C_105;C_;60.0;;86,7;si;Silla mÃ³vil y mesa fija;Fijo;2018-01-11122;11122;2018-01;1;55;51;4;BRITTO AGUDELO RODRIGO ALBERTO;;;28712;ADMI-2403;2018-01-11122;C_105;28326
ADMI-2403;OPERACIONES Y LOGISTICA;3;28309;L;11;0;12;20;80;C_209;C_;57.0;;88,1;si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13207;13207;2018-01;2;51;50;1;VELASCO RODRIGUEZ NUBIA MILENA;;;28719;ADMI-2403;2018-01-13207;C_209;28309
ADMI-2403;OPERACIONES Y LOGISTICA;3;28310;J;11;0;12;20;80;C_209;C_;57.0;;88,1;si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13207;13207;2018-01;2;51;50;1;VELASCO RODRIGUEZ NUBIA MILENA;;;28720;ADMI-2403;2018-01-13207;C_209;28310
ADMI-2403;OPERACIONES Y LOGISTICA;3;28573;M;14;0;15;20;80;C_209;C_;57.0;;88,1;si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13556;13556;2018-01;4;46;47;-1;THIELL MARCUS;;;28727;ADMI-2403;2018-01-13556;C_209;28573
ADMI-2403;OPERACIONES Y LOGISTICA;3;28574;J;14;0;15;20;80;C_209;C_;57.0;;88,1;si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13556;13556;2018-01;4;46;47;-1;THIELL MARCUS;;;28728;ADMI-2403;2018-01-13556;C_209;28574
ADMI-2403;OPERACIONES Y LOGISTICA;3;28574;J;14;0;15;20;80;O_303;O_;56.0;5263.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-31418;31418;2018-01;5;30;28;2;VILLA BETANCUR SEBASTIAN;;;28735;ADMI-2403;2018-01-31418;O_303;28574
ADMI-2403;OPERACIONES Y LOGISTICA;3;28573;M;14;0;15;20;80;O_303;O_;56.0;5263.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-31418;31418;2018-01;5;30;28;2;VILLA BETANCUR SEBASTIAN;;;28736;ADMI-2403;2018-01-31418;O_303;28573
ADMI-2501;ANALISIS ENTORNO COLOMBIANO;3;28740;V;6;30;7;50;80;C_307;C_;60.0;;89,7;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-28711;28711;2018-01;1;50;49;1;MARTINEZ GAITAN JAIME BERNARDO;;;28740;ADMI-2501;2018-01-28711;C_307;28740
ADMI-2501;ANALISIS ENTORNO COLOMBIANO;3;28349;M;6;30;7;50;80;C_307;C_;60.0;;89,7;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-28711;28711;2018-01;1;50;49;1;MARTINEZ GAITAN JAIME BERNARDO;;;28741;ADMI-2501;2018-01-28711;C_307;28349
ADMI-2501;ANALISIS ENTORNO COLOMBIANO;3;28301;L;8;0;9;20;80;O_303;O_;56.0;5263.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-20826;20826;2018-01;2;50;48;2;AZUERO ZUÃIGA FRANCISCO;;;28745;ADMI-2501;2018-01-20826;O_303;28301
ADMI-2501;ANALISIS ENTORNO COLOMBIANO;3;28622;J;8;0;9;20;80;O_303;O_;56.0;5263.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-20826;20826;2018-01;2;50;48;2;AZUERO ZUÃIGA FRANCISCO;;;28746;ADMI-2501;2018-01-20826;O_303;28622
ADMI-2501;ANALISIS ENTORNO COLOMBIANO;3;28622;J;8;0;9;20;80;W_204;W_;42.0;5007.0;82,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-20827;20827;2018-01;3;50;37;13;MONTES JOYA JUAN CARLOS;;;28753;ADMI-2501;2018-01-20827;W_204;28622
ADMI-2501;ANALISIS ENTORNO COLOMBIANO;3;28621;M;8;0;9;20;80;W_204;W_;42.0;5007.0;82,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-20827;20827;2018-01;3;50;37;13;MONTES JOYA JUAN CARLOS;;;28754;ADMI-2501;2018-01-20827;W_204;28621
ADMI-2501;ANALISIS ENTORNO COLOMBIANO;3;28590;V;12;30;13;50;80;SD_702;SD;65.0;1117.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-23161;23161;2018-01;5;50;42;8;TABORDA RIOS RODRIGO;;;28758;ADMI-2501;2018-01-23161;SD_702;28590
ADMI-2501;ANALISIS ENTORNO COLOMBIANO;3;28469;I;12;30;13;50;80;SD_702;SD;65.0;1117.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-23161;23161;2018-01;5;50;42;8;TABORDA RIOS RODRIGO;;;28759;ADMI-2501;2018-01-23161;SD_702;28469
ADMI-2605;ORGANIZACIONES;3;28289;L;6;30;7;50;80;LL_302;LL;52.0;5090.0;51,6;No;Pupitre universitario;Movil;2018-01-14023;14023;2018-01;1;50;28;22;DAVILA LADRON DE GUEVARA JOSE CAMILO;;;28763;ADMI-2605;2018-01-14023;LL_302;28289
ADMI-2605;ORGANIZACIONES;3;28288;J;6;30;7;50;80;LL_302;LL;52.0;5090.0;51,6;No;Pupitre universitario;Movil;2018-01-14023;14023;2018-01;1;50;28;22;DAVILA LADRON DE GUEVARA JOSE CAMILO;;;28764;ADMI-2605;2018-01-14023;LL_302;28288
ADMI-2605;ORGANIZACIONES;3;28349;M;6;30;7;50;80;LL_301;LL;52.0;5089.0;51,6;No;Pupitre universitario;Movil;2018-01-14031;14031;2018-01;2;50;47;3;DAVILA LADRON DE GUEVARA JOSE CAMILO;;;28771;ADMI-2605;2018-01-14031;LL_301;28349
ADMI-2605;ORGANIZACIONES;3;28740;V;6;30;7;50;80;LL_301;LL;52.0;5089.0;51,6;No;Pupitre universitario;Movil;2018-01-14031;14031;2018-01;2;50;47;3;DAVILA LADRON DE GUEVARA JOSE CAMILO;;;28772;ADMI-2605;2018-01-14031;LL_301;28740
ADMI-2605;ORGANIZACIONES;3;28621;M;8;0;9;20;80;B_203;B_;53.0;1441.0;88,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-14032;14032;2018-01;3;50;48;2;RUIZ GUTIERREZ JAIME ALBERTO;;;28779;ADMI-2605;2018-01-14032;B_203;28621
ADMI-2605;ORGANIZACIONES;3;28553;V;8;0;9;20;80;B_203;B_;53.0;1441.0;88,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-14032;14032;2018-01;3;50;48;2;RUIZ GUTIERREZ JAIME ALBERTO;;;28780;ADMI-2605;2018-01-14032;B_203;28553
ADMI-2605;ORGANIZACIONES;3;28279;L;9;30;10;50;80;O_301;O_;56.0;5261.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-14085;14085;2018-01;4;50;40;10;SCHNARCH GONZALEZ DAVID;;;28787;ADMI-2605;2018-01-14085;O_301;28279
ADMI-2605;ORGANIZACIONES;3;28606;J;9;30;10;50;80;O_301;O_;56.0;5261.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-14085;14085;2018-01;4;50;40;10;SCHNARCH GONZALEZ DAVID;;;28788;ADMI-2605;2018-01-14085;O_301;28606
ADMI-2605;ORGANIZACIONES;3;28309;L;11;0;12;20;80;O_404;O_;50.0;5270.0;57,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-23646;23646;2018-01;6;48;45;3;SCHNARCH GONZALEZ DAVID;;;28795;ADMI-2605;2018-01-23646;O_404;28309
ADMI-2605;ORGANIZACIONES;3;28310;J;11;0;12;20;80;O_404;O_;50.0;5270.0;57,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-23646;23646;2018-01;6;48;45;3;SCHNARCH GONZALEZ DAVID;;;28796;ADMI-2605;2018-01-23646;O_404;28310
ADMI-2605;ORGANIZACIONES;3;28325;L;14;0;15;20;80;SD_703;SD;65.0;1116.0;140,9;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-27948;27948;2018-01;7;45;42;3;WILLS HERRERA EDUARDO;;;28803;ADMI-2605;2018-01-27948;SD_703;28325
ADMI-2605;ORGANIZACIONES;3;28326;I;14;0;15;20;80;SD_703;SD;65.0;1116.0;140,9;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-27948;27948;2018-01;7;45;42;3;WILLS HERRERA EDUARDO;;;28804;ADMI-2605;2018-01-27948;SD_703;28326
ADMI-2801;LA GESTION DE LO PUBLICO;3;28482;M;12;30;13;50;80;ML_509;ML;61.0;1613.0;85,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10142;10142;2018-01;1;50;49;1;RODRIGUEZ FRANCO DIANA;;;28811;ADMI-2801;2018-01-10142;ML_509;28482
ADMI-2801;LA GESTION DE LO PUBLICO;3;28483;J;12;30;13;50;80;ML_509;ML;61.0;1613.0;85,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10142;10142;2018-01;1;50;49;1;RODRIGUEZ FRANCO DIANA;;;28812;ADMI-2801;2018-01-10142;ML_509;28483
ADMI-2801;LA GESTION DE LO PUBLICO;3;28574;J;14;0;15;20;80;LL_108;LL;36.0;5083.0;38;SI;Pupitre universitario;Movil;2018-01-13011;13011;2018-01;2;48;31;17;VELEZ LESMEZ MARIA ALEJANDRA;;;28819;ADMI-2801;2018-01-13011;LL_108;28574
ADMI-2801;LA GESTION DE LO PUBLICO;3;28573;M;14;0;15;20;80;LL_108;LL;36.0;5083.0;38;SI;Pupitre universitario;Movil;2018-01-13011;13011;2018-01;2;48;31;17;VELEZ LESMEZ MARIA ALEJANDRA;;;28820;ADMI-2801;2018-01-13011;LL_108;28573
ADMI-2801;LA GESTION DE LO PUBLICO;3;28606;J;9;30;10;50;80;SD_801;SD;82.0;1110.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13746;13746;2018-01;3;50;47;3;FORERO PINEDA CLEMENTE;TRIULZI GIORGIO;;28824;ADMI-2801;2018-01-13746;SD_801;28606
ADMI-2801;LA GESTION DE LO PUBLICO;3;28661;M;9;30;10;50;80;SD_801;SD;82.0;1110.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13746;13746;2018-01;3;50;47;3;FORERO PINEDA CLEMENTE;TRIULZI GIORGIO;;28825;ADMI-2801;2018-01-13746;SD_801;28661
ADMI-3107;CONSULTORIA;3;28829;M;15;30;16;50;80;R_209;R_;192.0;;172,1;No;Silla y superficie abatible fijas;Fijo;2018-01-28076;28076;2018-01;2;134;114;20;SERVANTIE VINCIANE MARIE CATHERINE;;;28829;ADMI-3107;2018-01-28076;R_209;28829
ADMI-3107C;COMPLEMENTARIA CONSULTORÃA;0;28425;V;14;0;16;50;170;AU_102;AU;48.0;5602.0;62,6;Si;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-31018;31018;2018-01;2;19;19;0;REINA CORREDOR CARLOS EDUARDO;;;28836;ADMI-3107C;2018-01-31018;AU_102;28425
ADMI-3107C;COMPLEMENTARIA CONSULTORÃA;0;28425;V;14;0;16;50;170;O_405;O_;44.0;5271.0;60,9;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-31019;31019;2018-01;3;19;19;0;JARAMILLO REGUEROS SANDRA;;;28843;ADMI-3107C;2018-01-31019;O_405;28425
ADMI-3107C;COMPLEMENTARIA CONSULTORÃA;0;28425;V;14;0;16;50;170;ML_614;ML;44.0;1627.0;109,6;SI;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-31020;31020;2018-01;4;19;18;1;KISHNER WUNZEL ISRAEL;;;28850;ADMI-3107C;2018-01-31020;ML_614;28425
ADMI-3107C;COMPLEMENTARIA CONSULTORÃA;0;28425;V;14;0;16;50;170;Z_104;Z_;32.0;;32,9;No;Pupitre universitario;Movil;2018-01-31021;31021;2018-01;5;19;19;0;COVALEDA SALAS ALICIA XIMENA;;;28857;ADMI-3107C;2018-01-31021;Z_104;28425
ADMI-3107C;COMPLEMENTARIA CONSULTORÃA;0;28425;V;14;0;16;50;170;PU_200;PU;32.0;;32,8;No;Pupitre universitario;Movil;2018-01-31022;31022;2018-01;6;19;19;0;VELASQUEZ ARGUELLO LEONARDO FABIO;;;28864;ADMI-3107C;2018-01-31022;PU_200;28425
ADMI-3107C;COMPLEMENTARIA CONSULTORÃA;0;28425;V;14;0;16;50;170;O_303;O_;56.0;5263.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-30418;30418;2018-01;7;20;20;0;MACIAS VILLAMARIN ADRIANA;;;28871;ADMI-3107C;2018-01-30418;O_303;28425
ADMI-3109;PLANES DE NEGOCIOS;3;28325;L;14;0;15;20;80;M_100;M_;63.0;;72,1;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-13122;13122;2018-01;3;37;34;3;GUERRERO ALVARADO ANDRES JOSE;;;28878;ADMI-3109;2018-01-13122;M_100;28325
ADMI-3109;PLANES DE NEGOCIOS;3;28326;I;14;0;15;20;80;M_100;M_;63.0;;72,1;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-13122;13122;2018-01;3;37;34;3;GUERRERO ALVARADO ANDRES JOSE;;;28879;ADMI-3109;2018-01-13122;M_100;28326
ADMI-3110;EMPRENDI. INNOVACION.(INGLES);3;28886;I;15;30;18;20;190;AU_403;AU;36.0;5633.0;46,6;Si;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-10837;10837;2018-01;1;34;26;8;KONOVALOV OLEG;;;28886;ADMI-3110;2018-01-10837;AU_403;28886
ADMI-3110;EMPRENDI. INNOVACION.(INGLES);3;28893;M;14;0;16;50;170;AU_107;AU;36.0;5605.0;46,3;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-12462;12462;2018-01;2;35;35;0;ESTRADA PRADA FELIPE;;;28893;ADMI-3110;2018-01-12462;AU_107;28893
ADMI-3110;EMPRENDI. INNOVACION.(INGLES);3;28404;L;6;30;9;20;190;AU_107;AU;36.0;5605.0;46,3;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10859;10859;2018-01;4;35;34;1;HERNANDEZ MORA JORGE ALBERTO;;;28900;ADMI-3110;2018-01-10859;AU_107;28404
ADMI-3110;EMPRENDI. INNOVACION.(INGLES);3;28907;L;15;30;18;20;190;AU_403;AU;36.0;5633.0;46,6;Si;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-13560;13560;2018-01;5;35;32;3;VESGA FAJARDO RAFAEL AUGUSTO;;;28907;ADMI-3110;2018-01-13560;AU_403;28907
ADMI-3110;EMPRENDI. INNOVACION.(INGLES);3;28362;L;9;30;12;20;190;AU_107;AU;36.0;5605.0;46,3;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-14951;14951;2018-01;6;33;32;1;GUERRERO ALVARADO ANDRES JOSE;;;28914;ADMI-3110;2018-01-14951;AU_107;28362
ADMI-3110;EMPRENDI. INNOVACION.(INGLES);3;28921;M;17;0;19;50;170;ML_614;ML;44.0;1627.0;109,6;SI;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-23164;23164;2018-01;7;37;36;1;WAGEMBERG FELDMAN ALAN;;;28921;ADMI-3110;2018-01-23164;ML_614;28921
ADMI-3122;JUEGO GERENCIAL;3;28928;L;17;0;18;20;80;ML_608;ML;117.0;1631.0;165,5;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13924;13924;2018-01;1;140;106;34;BRITTO AGUDELO RODRIGO ALBERTO;;;28928;ADMI-3122;2018-01-13924;ML_608;28928
ADMI-3122C;COMPLEMENTARIA JUEGO GERENCIAL;0;28935;V;6;30;9;20;190;AU_403;AU;36.0;5633.0;46,6;Si;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-31088;31088;2018-01;1;35;13;22;LOPEZ FAJARDO MARIANO ALBERTO;;;28935;ADMI-3122C;2018-01-31088;AU_403;28935
ADMI-3122C;COMPLEMENTARIA JUEGO GERENCIAL;0;28411;M;6;30;9;20;190;W_402;W_;40.0;5014.0;81,8;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-30419;30419;2018-01;2;35;35;0;FUENTES FRIAS DARIO ALEJANDRO;;;28942;ADMI-3122C;2018-01-30419;W_402;28411
ADMI-3122C;COMPLEMENTARIA JUEGO GERENCIAL;0;28949;I;6;30;9;20;190;AU_403;AU;36.0;5633.0;46,6;Si;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-31089;31089;2018-01;3;35;34;1;FUENTES FRIAS DARIO ALEJANDRO;;;28949;ADMI-3122C;2018-01-31089;AU_403;28949
ADMI-3122C;COMPLEMENTARIA JUEGO GERENCIAL;0;28956;I;17;0;19;50;170;AU_107;AU;36.0;5605.0;46,3;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-31090;31090;2018-01;4;35;24;11;BRITTO AGUDELO RODRIGO ALBERTO;;;28956;ADMI-3122C;2018-01-31090;AU_107;28956
ADMI-3128B;GESTIÃN CULT.:NOCIONES BÃSICAS;3;28358;M;11;0;12;20;80;O_403;O_;50.0;5269.0;57,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-23712;23712;2018-01;1;44;39;5;RUIZ GUTIERREZ JAIME ALBERTO;;;28963;ADMI-3128B;2018-01-23712;O_403;28358
ADMI-3128B;GESTIÃN CULT.:NOCIONES BÃSICAS;3;28357;V;11;0;12;20;80;O_403;O_;50.0;5269.0;57,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-23712;23712;2018-01;1;44;39;5;RUIZ GUTIERREZ JAIME ALBERTO;;;28964;ADMI-3128B;2018-01-23712;O_403;28357
ADMI-3133B;GERENCIA AMBIENTAL (INGLES);3;28358;M;11;0;12;20;80;O_404;O_;50.0;5270.0;57,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-13228;13228;2018-01;1;44;39;5;VAN HOOF BERNHARDUS JOHA;;;28971;ADMI-3133B;2018-01-13228;O_404;28358
ADMI-3133B;GERENCIA AMBIENTAL (INGLES);3;28357;V;11;0;12;20;80;O_404;O_;50.0;5270.0;57,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-13228;13228;2018-01;1;44;39;5;VAN HOOF BERNHARDUS JOHA;;;28972;ADMI-3133B;2018-01-13228;O_404;28357
ADMI-3135B;CINE MEDIO AMBIENTE Y SOCIEDAD;3;28979;I;14;0;16;50;170;SD_702;SD;65.0;1117.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-28947;28947;2018-01;1;54;27;27;RODRIGUEZ BECERRA MANUEL;;;28979;ADMI-3135B;2018-01-28947;SD_702;28979
ADMI-3137;MODELOS DE LIDERAZGO;3;28986;L;12;30;15;20;190;B_201;B_;51.0;1439.0;122,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-14504;14504;2018-01;1;48;32;16;LEON DIAZ INGRID MARCELA;;;28986;ADMI-3137;2018-01-14504;B_201;28986
ADMI-3138;EMPRESAS FAMILIA:CIELO-INFIERN;3;28342;I;11;0;12;20;80;B_203;B_;53.0;1441.0;88,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-28948;28948;2018-01;1;48;19;29;VELEZ MONTES DIEGO;;;28993;ADMI-3138;2018-01-28948;B_203;28342
ADMI-3138;EMPRESAS FAMILIA:CIELO-INFIERN;3;28309;L;11;0;12;20;80;B_203;B_;53.0;1441.0;88,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-28948;28948;2018-01;1;48;19;29;VELEZ MONTES DIEGO;;;28994;ADMI-3138;2018-01-28948;B_203;28309
ADMI-3139;EMPREND LIDERES INNOVADOR GLOB;3;28606;J;9;30;10;50;80;SD_702;SD;65.0;1117.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-30414;30414;2018-01;1;48;14;34;DAVILA LADRON DE GUE CARLOS;;;28998;ADMI-3139;2018-01-30414;SD_702;28606
ADMI-3139;EMPREND LIDERES INNOVADOR GLOB;3;28661;M;9;30;10;50;80;SD_702;SD;65.0;1117.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-30414;30414;2018-01;1;48;14;34;DAVILA LADRON DE GUE CARLOS;;;28999;ADMI-3139;2018-01-30414;SD_702;28661
ADMI-3190;MODELO DE NEGOCIOS SOSTENIBLES;3;28661;M;9;30;10;50;80;O_304;O_;56.0;5264.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-28949;28949;2018-01;1;40;13;27;SERVANTIE VINCIANE MARIE CATHERINE;LINK OSPINA ANDRES;;29003;ADMI-3190;2018-01-28949;O_304;28661
ADMI-3190;MODELO DE NEGOCIOS SOSTENIBLES;3;28281;V;9;30;10;50;80;O_304;O_;56.0;5264.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-28949;28949;2018-01;1;40;13;27;SERVANTIE VINCIANE MARIE CATHERINE;LINK OSPINA ANDRES;;29004;ADMI-3190;2018-01-28949;O_304;28281
ADMI-3200;OPCION DE GRADO (ESTRATEGIA);3;28325;L;14;0;15;20;80;SD_201;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-27968;27968;2018-01;1;20;9;11;FERRO CORTES LUZ MARINA;;;29011;ADMI-3200;2018-01-27968;SD_201;28325
